RequestTime,tripDistance,lat,lon,street_marker,aim_marker
3757,1746.0313668997533,41.105682,-8.591211,A90,A5089
4047,9115.584274108418,41.147514,-8.613792,A91,A5090
4090,1393.1337533788746,41.150358,-8.611983,A92,A5091
4188,3610.529457466855,41.181768,-8.601264,A93,A5092
4195,1814.4096763137948,41.145777,-8.578683,A94,A5093
4215,3201.700680016454,41.152284,-8.60679,A95,A5094
4235,6987.452342422277,41.1543,-8.649378,A96,A5095
4296,2098.279675703778,41.145741,-8.610849,A97,A5096
4344,1409.3001494672312,41.157459,-8.628354,A98,A5097
4425,1633.8839767031595,41.169969,-8.604765,A99,A5098
4431,3960.235738710804,41.14143,-8.614017,A100,A5099
4444,5217.517674089228,41.1408,-8.609652,A101,A5100
4475,2802.3103524945936,41.15043,-8.611497,A102,A5101
4550,1994.2455554604776,41.1399,-8.609391,A103,A5102
4600,1011.6324295514532,41.16105,-8.621082,A104,A5103
4601,3462.759262200722,41.151213,-8.6094,A105,A5104
4747,1855.628929425232,41.148666,-8.585811,A106,A5105
4837,3231.5374483256323,41.145948,-8.612568,A107,A5106
4868,7235.9010273064705,41.145939,-8.612532,A108,A5107
4871,723.8434242794779,41.144472,-8.606403,A109,A5108
4889,3622.081440905734,41.168124,-8.689338,A110,A5109
4896,1541.098205813735,41.140692,-8.615556,A111,A5110
5005,722.9895770429691,41.164191,-8.623152,A112,A5111
5033,2173.523961427872,41.152977,-8.660232,A113,A5112
5138,1728.3720392161958,41.157486,-8.628363,A114,A5113
5218,3837.156994187968,41.165604,-8.64513,A115,A5114
5315,508.7425795869647,41.177367,-8.6625,A116,A5115
5325,3005.339639430126,41.179698,-8.652555,A117,A5116
5351,2799.6772865869466,41.154615,-8.618913,A118,A5117
5438,3030.0417543993563,41.153481,-8.605629,A119,A5118
5585,8169.287228410141,41.167872,-8.689392,A120,A5119
5693,4031.7483410168215,41.1462,-8.597556,A121,A5120
5700,4469.757043819957,41.153868,-8.674119,A122,A5121
5716,874.7984514169357,41.148009,-8.61984,A123,A5122
5853,877.5665451025975,41.157378,-8.628327,A124,A5123
6043,4564.531791044866,41.145777,-8.610903,A125,A5124
6342,2773.1524919086523,41.165181,-8.628228,A126,A5125
6348,7945.049814947404,41.161059,-8.604162,A127,A5126
6562,2779.2751054483,41.15736,-8.628453,A128,A5127
6571,1331.7389410008402,41.172066,-8.611236,A129,A5128
6709,2093.3462298755485,41.153724,-8.67897,A130,A5129
6765,801.0647872013413,41.140764,-8.615394,A131,A5130
6783,3595.523675690712,41.186421,-8.654292,A132,A5131
6803,4028.019544161786,41.161221,-8.605017,A133,A5132
6972,1345.582472640347,41.169663,-8.589303,A134,A5133
6972,2363.462177656705,41.153634,-8.610381,A135,A5134
7070,12163.89696800572,41.14935,-8.611128,A136,A5135
7107,1710.620856734877,41.160645,-8.592192,A137,A5136
7382,831.8686071989472,41.150385,-8.611569,A138,A5137
7400,607.9521547692165,41.149026,-8.640792,A139,A5138
7417,1228.889835360207,41.150376,-8.61147,A140,A5139
7428,3666.863436764271,41.14071,-8.615538,A141,A5140
7449,1275.0924218703983,41.150439,-8.610903,A142,A5141
7458,4663.609983162977,41.152248,-8.654706,A143,A5142
7553,6757.937684515023,41.150466,-8.61165,A144,A5143
7583,1691.5670058688456,41.143239,-8.602821,A145,A5144
7605,3801.119444267001,41.182695,-8.600139,A146,A5145
7623,1944.268380882609,41.144886,-8.610804,A147,A5146
7802,1289.009584562959,41.146542,-8.603631,A148,A5147
7957,3271.32667980897,41.14602,-8.612478,A149,A5148
8143,3169.241624603988,41.14944,-8.611155,A150,A5149
8249,2044.8547090042628,41.146128,-8.617608,A151,A5150
8257,2706.2373494961976,41.163993,-8.637273,A152,A5151
8304,4664.418912649716,41.144616,-8.606484,A153,A5152
8305,2805.600943615214,41.161158,-8.604828,A154,A5153
8387,11505.904499034894,41.158134,-8.682912,A155,A5154
8445,3327.608214431008,41.145651,-8.610966,A156,A5155
8547,11547.823728805051,41.144445,-8.606142,A157,A5156
8573,752.5789080800535,41.148036,-8.619849,A158,A5157
8639,1205.984237063165,41.146119,-8.617608,A159,A5158
8722,933.7163662863056,41.151816,-8.626977,A160,A5159
8730,1651.1353230981688,41.156163,-8.591301,A161,A5160
9006,2050.047705467809,41.149125,-8.586369,A162,A5161
9161,7526.611963968279,41.137722,-8.587566,A163,A5162
9213,5126.762456436264,41.158179,-8.68266,A164,A5163
9320,4245.360515105394,41.145975,-8.612496,A165,A5164
9439,9956.171072011006,41.149908,-8.619291,A166,A5165
9538,957.0133120495112,41.15007,-8.617725,A167,A5166
9566,5612.374295384923,41.154084,-8.649783,A168,A5167
9579,7173.684298136399,41.235057,-8.669367,A169,A5168
9625,11535.619420754008,41.144679,-8.606556,A170,A5169
9637,8292.122783611836,41.234859,-8.669628,A171,A5170
9714,2450.367467643908,41.164317,-8.623044,A172,A5171
9757,10595.186523203816,41.155389,-8.580051,A173,A5172
9774,9711.217103668469,41.15475,-8.630703,A174,A5173
9798,7019.81079604028,41.17851,-8.580357,A175,A5174
9810,5939.381290302772,41.182695,-8.600166,A176,A5175
9857,5516.9434085353605,41.146479,-8.614035,A177,A5176
9936,1360.8030641626842,41.158845,-8.593065,A178,A5177
9957,14037.794737100225,41.140026,-8.56449,A179,A5178
10011,3028.845148302838,41.154345,-8.649981,A180,A5179
10026,11515.609814537487,41.144706,-8.606322,A181,A5180
10064,1815.401006123936,41.152473,-8.619912,A182,A5181
10070,1460.332706847968,41.147145,-8.614395,A183,A5182
10072,9066.179488421783,41.159376,-8.638767,A184,A5183
10129,3072.780260797354,41.147028,-8.61399,A185,A5184
10181,7725.4300716952785,41.182722,-8.600166,A186,A5185
10197,11518.99154091926,41.142735,-8.614602,A187,A5186
10261,2076.253250688948,41.182713,-8.600166,A188,A5187
10262,7368.226117876601,41.154687,-8.630712,A189,A5188
10371,10964.244343971124,41.15052,-8.605449,A190,A5189
10379,4409.07284239298,41.14566,-8.607249,A191,A5190
10529,2744.274280780588,41.145975,-8.613585,A192,A5191
10711,2372.2419404368534,41.156478,-8.641665,A193,A5192
10783,2157.220837321356,41.161176,-8.604864,A194,A5193
10830,1550.6238124950423,41.161149,-8.604864,A195,A5194
10851,10330.160814616138,41.152689,-8.618166,A196,A5195
10877,11844.819602007216,41.146794,-8.596341,A197,A5196
10944,8752.059700661608,41.146056,-8.617626,A198,A5197
11060,1188.5455767369365,41.142888,-8.605368,A199,A5198
11137,11715.952012952916,41.140386,-8.615664,A200,A5199
11208,10514.150137989458,41.149368,-8.611155,A201,A5199
11276,2367.6761830061205,41.141187,-8.614152,A202,A5200
11383,10744.078645085625,41.151537,-8.610363,A203,A5201
11492,5174.122889726912,41.146578,-8.613972,A204,A5202
11525,1007.5708863276992,41.149404,-8.611137,A205,A5203
11551,1731.0594786948916,41.149899,-8.63658,A206,A5204
11564,5832.466217098343,41.161131,-8.604819,A207,A5205
11643,7218.440957016548,41.151726,-8.655237,A208,A5206
11686,1489.3079387724272,41.162724,-8.591301,A209,A5207
11725,10856.20929036122,41.152338,-8.606619,A210,A5208
11824,1426.2185888042477,41.160654,-8.604927,A211,A5209
11835,2132.764615442712,41.154066,-8.613252,A212,A5210
11848,4458.709744790562,41.149089,-8.599149,A213,A5211
11903,8574.765794028353,41.182353,-8.596935,A214,A5212
11936,1560.313674786128,41.16114,-8.604837,A215,A5213
11985,10967.303821460617,41.150961,-8.60706,A216,A5214
12045,4551.980843641653,41.181759,-8.601255,A217,A5215
12143,2357.694787526689,41.160672,-8.68239,A218,A5216
12149,2418.487743792385,41.14611,-8.617563,A219,A5217
12155,3666.858206028501,41.146119,-8.617626,A220,A5218
12196,2405.638639763902,41.146146,-8.617581,A221,A5219
12205,10104.052433460784,41.151879,-8.627139,A222,A5220
12228,2847.190507437017,41.146164,-8.617617,A223,A5221
12232,5571.628113367397,41.182335,-8.660745,A224,A5222
12268,3266.7504437567227,41.146137,-8.617644,A225,A5223
12271,6908.447600471514,41.175189,-8.662698,A226,A5224
12279,2380.967606484073,41.164209,-8.639514,A227,A5225
12281,11470.39208013397,41.149224,-8.599356,A228,A5226
12325,9399.141304048866,41.152014,-8.668629,A229,A5227
12332,4248.9130951923535,41.146146,-8.617635,A230,A5228
12345,2829.276981939782,41.149809,-8.61957,A231,A5229
12378,2697.228799496953,41.146209,-8.617599,A232,A5230
12418,10908.384443063333,41.155749,-8.599158,A233,A5230
12426,10755.041486706592,41.160987,-8.592093,A234,A3427
12435,2308.6591305447337,41.181759,-8.601201,A235,A5231
12460,1558.9155189232335,41.157324,-8.628093,A236,A5232
12470,7165.247015168861,41.197851,-8.598105,A237,A5233
12529,2503.8471821674893,41.14755,-8.608716,A238,A5234
12599,9093.394371556333,41.158953,-8.63856,A239,A5235
12624,11262.09630825858,41.153337,-8.596287,A240,A5236
12652,7605.355243929206,41.181768,-8.601246,A241,A5237
12705,1513.5582931707806,41.149629,-8.611101,A242,A5238
12705,8720.966618408549,41.164938,-8.628426,A243,A5239
12709,2673.4541992091395,41.145939,-8.612703,A244,A5240
12777,2351.918769324151,41.145957,-8.61273,A245,A5241
12880,3536.931464085967,41.144589,-8.606457,A246,A5242
12898,11629.49461631816,41.14458,-8.606376,A247,A5243
12910,3520.694489522313,41.149584,-8.611074,A248,A5244
12913,8404.326146411284,41.148072,-8.619768,A249,A5245
12929,4236.388190994889,41.17815,-8.613909,A250,A5246
12969,948.0253645300796,41.144445,-8.606313,A251,A5247
13015,8055.06534735428,41.165982,-8.649891,A252,A5248
13065,733.2655942427615,41.145669,-8.610876,A253,A5249
13068,11173.48775677549,41.147082,-8.612235,A254,A5250
13094,1368.9319191420077,41.14782,-8.668233,A255,A5251
13197,1758.4258069148293,41.152635,-8.631927,A256,A5252
13275,1586.90512364037,41.161041,-8.621136,A257,A5253
13328,4063.79027692488,41.145975,-8.612424,A258,A5254
13390,13621.301072598064,41.124978,-8.604261,A259,A5255
13445,10809.709152676163,41.147424,-8.621298,A260,A5256
13641,592.2849832321066,41.147388,-8.614341,A261,A5257
13773,11481.605967619616,41.145777,-8.607258,A262,A5258
13797,2273.3367880786564,41.175594,-8.626761,A263,A5259
13843,1678.85878071689,41.153517,-8.6058,A264,A5260
13883,11442.21637797697,41.145732,-8.60706,A265,A5261
13955,8262.101215248686,41.169213,-8.630127,A266,A5262
13985,2944.108881421706,41.1543,-8.651916,A267,A5263
14017,7388.071007065896,41.169483,-8.669574,A268,A5264
14051,2564.587139132593,41.171724,-8.635671,A269,A5265
14061,11481.56859615043,41.145921,-8.607033,A270,A5266
14062,8229.492741686541,41.175702,-8.614341,A271,A5267
14085,2615.790134245347,41.164191,-8.6229,A272,A5268
14109,4722.829968529645,41.170626,-8.638191,A273,A5269
14174,1131.6953746905606,41.145957,-8.612613,A274,A5270
14181,11004.404739562624,41.147289,-8.615736,A275,A5271
14189,9925.087551970302,41.159934,-8.611686,A276,A5272
14248,3810.7456676216734,41.190894,-8.580285,A277,A5273
14274,11254.763331568647,41.146317,-8.610129,A278,A5274
14347,4626.77187795048,41.154831,-8.630433,A279,A5274
14372,2024.271399729499,41.151771,-8.640549,A280,A5275
14400,2435.29587459576,41.154417,-8.613234,A281,A5276
14420,6870.697697343646,41.148018,-8.619894,A282,A5277
14574,2135.1861616090086,41.153625,-8.610291,A283,A936
14602,5855.249568845932,41.159088,-8.638461,A284,A5278
14619,2563.7995798855222,41.144553,-8.606286,A285,A5279
14620,4540.435725536571,41.158269,-8.638272,A286,A5280
14717,3599.5142125898724,41.162742,-8.609076,A287,A5281
14786,1765.230958131603,41.164632,-8.583048,A288,A5282
14796,918.0209105280728,41.173416,-8.663166,A289,A5283
14826,11578.838137112283,41.142222,-8.6139,A290,A5284
14835,1095.5840362411684,41.180535,-8.582553,A291,A5285
14853,2882.510057308894,41.157234,-8.595342,A292,A5285
14922,1933.8396740000696,41.141133,-8.614044,A293,A5286
14991,8441.423080850334,41.163597,-8.64495,A294,A5287
15017,10408.756207848435,41.162868,-8.593812,A295,A5288
15043,9515.546329958408,41.157972,-8.628003,A296,A5289
15048,5744.267428160543,41.167287,-8.649585,A297,A5290
15182,8117.342534654192,41.166234,-8.649882,A298,A5291
15217,9404.950125240872,41.154228,-8.649999,A299,A5292
15226,1757.4127049250674,41.161752,-8.598132,A300,A5293
15438,2320.849870262045,41.156442,-8.64171,A301,A5294
15470,7994.638210617367,41.166873,-8.649108,A302,A5295
15516,1759.2081672272714,41.149593,-8.635482,A303,A5296
15570,1543.2999442053324,41.14935,-8.6112,A304,A5297
15594,3514.842483422135,41.160915,-8.569737,A305,A5298
15633,2382.378404000828,41.158404,-8.671824,A306,A5299
15666,8604.477349561013,41.162553,-8.645247,A307,A5300
15756,3332.867969774218,41.140683,-8.615502,A308,A954
15764,10660.35073786162,41.15115,-8.6148,A309,A217
15828,3982.04928338174,41.160969,-8.628849,A310,A5301
15851,5507.448029984449,41.154273,-8.649441,A311,A5302
15885,1784.5295942596906,41.164209,-8.582877,A312,A5303
15913,9826.669004697262,41.170536,-8.592831,A313,A5304
15936,2486.8843107044945,41.161185,-8.604774,A314,A5305
16003,1707.7727853698743,41.148414,-8.61372,A315,A5306
16125,5159.915125613391,41.155389,-8.677953,A316,A5307
16153,3829.164871249301,41.15943,-8.643123,A317,A5308
16162,8231.793832213187,41.179401,-8.609256,A318,A5309
16235,8162.409605863999,41.166189,-8.645292,A319,A5310
16273,8148.385337521383,41.164911,-8.649459,A320,A5311
16279,9130.407188354626,41.154273,-8.662401,A321,A5312
16293,890.2911208549897,41.154696,-8.610048,A322,A5313
16309,10783.949818424066,41.153076,-8.604684,A323,A5314
16337,2331.437488715613,41.16969,-8.58924,A324,A5315
16535,1496.5212553336562,41.175351,-8.627769,A325,A5316
16598,11482.5586796587,41.145327,-8.607339,A326,A5317
16609,2484.1857765436225,41.157891,-8.648091,A327,A5318
16619,1954.76971856806,41.151897,-8.627058,A328,A5319
16752,1016.4236412773696,41.1462,-8.617707,A329,A5320
16765,931.8652466309852,41.180544,-8.582553,A330,A5321
16771,3068.1053577939583,41.144589,-8.606439,A331,A5322
16782,10485.756700063355,41.158728,-8.60049,A332,A5323
16911,2013.4696411006123,41.162499,-8.569935,A333,A5324
16993,4319.530192447723,41.16501,-8.598717,A334,A5325
17132,2758.9571251431416,41.154939,-8.630694,A335,A5326
17194,8896.663873781781,41.15727,-8.678646,A336,A5327
17227,2575.1078368963977,41.151285,-8.609553,A337,A5328
17251,955.9872868681068,41.177709,-8.68482,A338,A5329
17273,3618.853513236853,41.181444,-8.583687,A339,A5330
17303,8688.316538012086,41.171328,-8.614845,A340,A5331
17367,9399.470629184005,41.146011,-8.612586,A341,A5332
17371,2425.544128639902,41.160996,-8.628849,A342,A5333
17376,2298.9336328053623,41.136282,-8.627724,A343,A5334
17442,7205.768145940411,41.207166,-8.550306,A344,A5335
17446,10891.639227152573,41.149017,-8.611515,A345,A5336
17570,11020.904195557046,41.148387,-8.612136,A346,A5337
17629,8570.078867476408,41.211594,-8.572887,A347,A5338
17772,9881.776144527106,41.162634,-8.590608,A348,A5339
17775,2045.5570994081336,41.150007,-8.657307,A349,A5340
18003,11575.134766527815,41.14053,-8.613054,A350,A5341
18026,5746.877907050497,41.179446,-8.631387,A351,A5342
18259,10041.513285946632,41.151627,-8.628219,A352,A5343
18300,1072.659162954414,41.163084,-8.663274,A353,A5344
18301,8628.321621162526,41.180409,-8.582589,A354,A5345
18301,2250.3614286642364,41.167341,-8.570286,A355,A5346
18415,4468.828751622748,41.180562,-8.582643,A356,A5347
18730,7533.752798101695,41.18841,-8.687511,A357,A5348
18751,4154.444061308895,41.185521,-8.637408,A358,A5349
18806,11620.121055695505,41.144301,-8.605422,A359,A5350
18939,3490.207166022668,41.179941,-8.589474,A360,A5351
18999,7516.5785463733555,41.179554,-8.624322,A361,A5352
19005,2399.008468198086,41.154426,-8.613252,A362,A5353
19013,2271.0461282541555,41.161536,-8.607303,A363,A5354
19067,2225.9829990521707,41.147334,-8.612118,A364,A5355
19088,1314.1938016961517,41.158557,-8.594568,A365,A5356
19126,6160.282916700167,41.159637,-8.681769,A366,A5357
19133,5384.981611050629,41.154309,-8.649477,A367,A5358
19163,3705.7598829720737,41.157396,-8.62839,A368,A5359
19241,3772.504299229968,41.158197,-8.644122,A369,A5360
19252,11401.275236428026,41.145633,-8.606934,A370,A5361
19274,2024.3685245872816,41.161041,-8.628912,A371,A5361
19276,8986.056711669227,41.154714,-8.63064,A372,A5362
19285,11609.82528483927,41.144589,-8.606349,A373,A5363
19330,2367.6244152786467,41.140701,-8.615556,A374,A5364
19388,11425.503773722225,41.145732,-8.606907,A375,A5365
19433,5186.882233688092,41.164992,-8.642142,A376,A5366
19435,986.0703878689308,41.146164,-8.617572,A377,A5366
19474,3383.352308065459,41.15295,-8.637957,A378,A5367
19484,3337.3915599104507,41.156199,-8.624169,A379,A5368
19488,2816.526512245929,41.161194,-8.604756,A380,A5369
19495,9093.85330490687,41.181777,-8.601885,A381,A5370
19504,3413.160135815232,41.157432,-8.630271,A382,A5371
19534,12201.883212734958,41.146533,-8.587188,A383,A5372
19724,3430.7718572877898,41.179779,-8.587332,A384,A5373
19734,7937.764190153595,41.167557,-8.646804,A385,A5374
19740,1510.5867264155183,41.1642,-8.622963,A386,A5375
19803,2405.4291221112053,41.164119,-8.676972,A387,A5376
19808,7912.052239485897,41.178699,-8.616105,A388,A5377
19825,9164.570639103777,41.160861,-8.628759,A389,A5378
19829,2351.8685044739086,41.164164,-8.622873,A390,A5379
19842,5010.773660282802,41.186916,-8.694846,A391,A5380
20034,5099.710510090829,41.148594,-8.612937,A392,A5381
20049,2358.950676040831,41.1534,-8.655408,A393,A5382
20110,3738.923999259974,41.159799,-8.639784,A394,A5383
20111,10312.0582536506,41.154408,-8.613261,A395,A5384
20155,1770.6258182964284,41.161023,-8.64864,A396,A5385
20166,3778.534428712513,41.141988,-8.619255,A397,A5386
20252,2808.214651922497,41.159448,-8.580114,A398,A5387
20282,3278.5964787417543,41.148027,-8.619858,A399,A5387
20297,3826.497334458447,41.183469,-8.602713,A400,A5388
